,node,centrality,community,density,name
66,708,2,94,1.0,"foley, j."
67,706,2,94,1.0,"desai, k."
68,1016,2,86,1.0,"artero, a.o."
69,1017,2,86,1.0,"levkowitz, h."
70,1015,2,86,1.0,"de oliveira, m.c.f."
71,1063,2,88,1.0,"weber, m."
72,1064,2,88,1.0,"alexa, m."
73,1062,2,88,1.0,"muller, w."
74,607,2,89,1.0,"day, d."
75,609,2,89,1.0,"hirschman, l."
76,608,2,89,1.0,"mitchell, r."
77,1170,2,96,1.0,"been, k."
78,1171,2,96,1.0,"daiches, e."
79,1169,2,96,1.0,"yap, c."
80,862,2,98,1.0,"garrett, j.h., jr."
81,863,2,98,1.0,"espinosa, o.j."
82,861,2,98,1.0,"hendrickson, c."
83,1058,2,100,1.0,"wylie, b.n."
84,1059,2,100,1.0,"boyack, k.w."
85,1057,2,100,1.0,"davidson, g.s."
86,1177,2,102,1.0,"reiterer, h."
87,1178,2,102,1.0,"buering, t."
88,1176,2,102,1.0,"gerken, j."
89,1301,2,103,1.0,"shiozawa, h."
90,1302,2,103,1.0,"matsushita, y."
91,1300,2,103,1.0,"okada, k."
92,1282,2,108,1.0,"hanfler, m."
93,1283,2,108,1.0,"riehmann, p."
94,1281,2,108,1.0,"froehlich, b."
95,664,2,109,1.0,"unwin, a."
96,665,2,109,1.0,"gribov, a."
97,663,2,109,1.0,"pilhofer, a."
98,499,2,110,1.0,"angus, d."
99,500,2,110,1.0,"byrne, l."
100,498,2,110,1.0,"wiles, j."
101,343,2,85,1.0,"dierich, f."
102,344,2,85,1.0,"brady, r."
103,342,2,85,1.0,"spell, r."
104,1323,2,46,1.0,"magnor, m."
105,1325,2,46,1.0,"lowe, t."
106,1324,2,46,1.0,"albuquerque, g."
107,1127,2,0,1.0,"karger, d.r."
108,1128,2,0,1.0,"bakke, e."
109,1126,2,0,1.0,"miller, r.c."
110,1259,2,56,1.0,"cvek, u."
111,1260,2,56,1.0,"grinstein, g."
112,1258,2,56,1.0,"trutschl, m."
113,1135,2,44,1.0,"berger, m."
114,1136,2,44,1.0,"seversky, l.m."
115,1137,2,44,1.0,"mcdonough, k."
116,136,1,43,0.6666666666666666,"craig, p."
117,942,1,43,0.6666666666666666,"graham, m."
118,135,2,43,0.6666666666666666,"kennedy, j."
119,1174,2,8,1.0,"newman, m."
120,1175,2,8,1.0,"dorling, d."
121,1173,2,8,1.0,"barford, a."
122,554,2,27,1.0,"golovchinsky, g."
123,555,2,27,1.0,"kamps, t."
124,556,2,27,1.0,"reichenberger, k."
125,1153,2,31,1.0,"goolkasian, p."
126,1155,2,31,1.0,"burlinson, d."
127,1154,2,31,1.0,"subramanian, k."
128,587,2,45,1.0,"johnston, l.j."
129,588,2,45,1.0,"sonenberg, e.a."
130,586,2,45,1.0,"burton, c.a."
131,878,3,106,1.0,"kaur, i."
132,879,3,106,1.0,"sorokin, a."
133,877,3,106,1.0,"ivanov, y.a."
134,876,3,106,1.0,"wren, c.r."
135,603,3,10,1.0,"beale, r."
136,605,3,10,1.0,"hendley, r.j."
137,606,3,10,1.0,"drew, n.s."
138,604,3,10,1.0,"wood, a.m."
139,128,3,26,1.0,"summers, k.l."
140,129,3,26,1.0,"goldsmith, t.e."
141,130,3,26,1.0,"kubica, s."
142,131,3,26,1.0,"caudell, t.p."
143,780,3,77,1.0,"crampes, m."
144,783,3,77,1.0,"ranwez, s."
145,782,3,77,1.0,"villerd, j."
146,781,3,77,1.0,"de oliveira-kumar, j."
147,550,3,73,1.0,"dawkes, h."
148,551,3,73,1.0,"tweedie, l."
149,552,3,73,1.0,"su, h."
150,553,3,73,1.0,"spence, b."
151,858,3,70,1.0,"wood, k."
152,859,3,70,1.0,"rodden, k."
153,856,3,70,1.0,"basalaj, w."
154,857,3,70,1.0,"sinclair, d."
155,419,1,67,0.6666666666666666,"jeong, c.-s."
156,487,2,67,0.6666666666666666,"hansen, m."
157,486,2,67,0.6666666666666666,"meads, d."
158,418,3,67,0.6666666666666666,"pang, a."
159,597,3,66,1.0,"petajan, e."
160,598,3,66,1.0,"leibfried, t."
161,599,3,66,1.0,"anupam, v."
162,600,3,66,1.0,"dar, s."
163,1052,3,47,1.0,"do, e.y."
164,1053,3,47,1.0,"canny, j."
165,1054,3,47,1.0,"glaser, d.c."
166,1051,3,47,1.0,"tan, r."
167,1196,3,41,1.0,"sambasivan, r.r."
168,1198,3,41,1.0,"mazurek, m.l."
169,1199,3,41,1.0,"shafer, i."
170,1197,3,41,1.0,"ganger, g.r."
171,646,3,61,1.0,"furuhata, r."
172,648,3,61,1.0,"fujishiro, i."
173,649,3,61,1.0,"takeshima, y."
174,647,3,61,1.0,"ichikawa, y."
