,node,centrality,community,density,name
200,207,3,91,0.6,"langner, r."
201,206,4,91,0.6,"dachselt, r."
202,1095,4,29,1.0,"rooney, c."
203,1096,4,29,1.0,"ham, d."
204,1097,4,29,1.0,"xu, k."
205,1098,4,29,1.0,"passmore, p."
206,1094,4,29,1.0,"nguyen, p.h."
207,55,4,55,1.0,"christensen, m."
208,58,4,55,1.0,"orbaek, p."
209,57,4,55,1.0,"mogensen, p."
210,56,4,55,1.0,"shapiro, d."
211,54,4,55,1.0,"buscher, m."
212,145,1,82,0.7,"frishman, y."
213,457,3,82,0.7,"ulitsky, l."
214,458,3,82,0.7,"polunsky, z."
215,459,3,82,0.7,"moses, y."
216,146,4,82,0.7,"tal, a."
217,1034,4,57,1.0,"patrignani, m."
218,1036,4,57,1.0,"cortese, p.f."
219,1035,4,57,1.0,"di battista, g."
220,1032,4,57,1.0,"moneta, a."
221,1033,4,57,1.0,"pizzonia, m."
222,171,4,36,1.0,"klieber, w."
223,172,4,36,1.0,"sabol, v."
224,174,4,36,1.0,"andrews, k."
225,173,4,36,1.0,"kienreich, w."
226,170,4,36,1.0,"granitzer, m."
227,1327,1,74,0.6,"chlan, e.b."
228,1330,2,74,0.6,"shanbhag, p."
229,999,2,74,0.6,"trimm, d."
230,1000,3,74,0.6,"desjardins, m."
231,1001,4,74,0.6,"rheingans, p."
232,792,4,65,1.0,"wimmer, c."
233,793,4,65,1.0,"tomitsch, m."
234,791,4,65,1.0,"christoph, b."
235,789,4,65,1.0,"grechenig, t."
236,790,4,65,1.0,"vande moere, a."
237,1179,1,71,0.7,"kumar, g."
238,921,3,71,0.7,"hoberock, j."
239,922,3,71,0.7,"jia, y."
240,919,3,71,0.7,"hart, j."
241,920,4,71,0.7,"garland, m."
242,1190,1,38,0.7,"taimouri, v."
243,677,3,38,0.7,"dong, m."
244,679,3,38,0.7,"wang, l."
245,678,3,38,0.7,"chen, y."
246,680,4,38,0.7,"hua, j."
247,445,1,21,0.7333333333333333,"köpp, w."
248,740,4,21,0.7333333333333333,"oulasvirta, a."
249,741,4,21,0.7333333333333333,"bachynskyi, m."
250,743,4,21,0.7333333333333333,"seidel, h.-p."
251,742,4,21,0.7333333333333333,"palmas, g."
252,446,5,21,0.7333333333333333,"weinkauf, t."
253,48,5,78,1.0,"loisel, d."
254,53,5,78,1.0,"trichaud, n."
255,51,5,78,1.0,"russo dos santos, c."
256,52,5,78,1.0,"gros, p."
257,50,5,78,1.0,"paris, j.p."
258,49,5,78,1.0,"abel, p."
259,888,5,75,1.0,"block, f."
260,890,5,75,1.0,"shen, c."
261,889,5,75,1.0,"diamond, j."
262,885,5,75,1.0,"horn, m.s."
263,887,5,75,1.0,"evans, e.m."
264,886,5,75,1.0,"phillips, b.c."
265,347,1,34,0.7333333333333333,"sering, l."
266,968,4,34,0.7333333333333333,"fink, m."
267,1061,4,34,0.7333333333333333,"schulz, a."
268,967,4,34,0.7333333333333333,"spoerhase, j."
269,966,4,34,0.7333333333333333,"wolff, a."
270,348,5,34,0.7333333333333333,"haunert, j."
271,1320,5,101,1.0,"yamamoto, m."
272,1321,5,101,1.0,"kaseda, t."
273,1322,5,101,1.0,"miyamura, h.n."
274,1318,5,101,1.0,"saito, t."
275,1319,5,101,1.0,"hoshiya, y."
276,1317,5,101,1.0,"saito, h."
277,590,5,51,1.0,"gershon, n."
278,593,5,51,1.0,"levasseur, j."
279,592,5,51,1.0,"ruh, w."
280,591,5,51,1.0,"winstead, j."
281,595,5,51,1.0,"croall, j."
282,594,5,51,1.0,"pernicks, a."
283,1185,4,90,0.8095238095238095,"flamm, c."
284,1184,4,90,0.8095238095238095,"hofacker, i.l."
285,184,4,90,0.8095238095238095,"hellmuth, m."
286,186,4,90,0.8095238095238095,"janicke, s."
287,182,6,90,0.8095238095238095,"scheuermann, g."
288,185,6,90,0.8095238095238095,"heine, c."
289,183,6,90,0.8095238095238095,"stadler, p.f."
290,148,1,7,0.47619047619047616,"girardin, l."
291,271,2,7,0.47619047619047616,"morrison, a."
292,270,2,7,0.47619047619047616,"ross, g."
293,693,3,7,0.47619047619047616,"cotture, p."
294,692,3,7,0.47619047619047616,"lunzer, a."
295,147,4,7,0.47619047619047616,"brodbeck, d."
296,272,5,7,0.47619047619047616,"chalmers, m."
297,1242,1,16,0.7857142857142857,"morris, s."
298,1337,6,16,0.7857142857142857,"allendoerfer, k."
299,1338,6,16,0.7857142857142857,"proctor, j."
300,1339,6,16,0.7857142857142857,"sturtz, d."
301,1334,6,16,0.7857142857142857,"aluker, s."
302,1336,6,16,0.7857142857142857,"vukovic, m."
303,1335,6,16,0.7857142857142857,"panjwani, g."
304,682,9,16,0.7857142857142857,"chen, c."
305,929,1,63,0.4642857142857143,"vanderplas, s."
306,1121,1,63,0.4642857142857143,"vendettuoli, m."
307,631,3,63,0.4642857142857143,"buja, a."
308,632,3,63,0.4642857142857143,"wickham, h."
309,739,3,63,0.4642857142857143,"follett, l."
310,738,3,63,0.4642857142857143,"majumder, m."
311,630,5,63,0.4642857142857143,"cook, d."
312,633,7,63,0.4642857142857143,"hofmann, h."
313,158,4,30,0.5555555555555556,"raidou, r.g."
314,161,4,30,0.5555555555555556,"eisemann, e."
315,162,4,30,0.5555555555555556,"eisemann, m."
316,159,4,30,0.5555555555555556,"breeuwer, m."
317,503,5,30,0.5555555555555556,"höllt, t."
318,504,5,30,0.5555555555555556,"van unen, v."
319,505,5,30,0.5555555555555556,"lelieveldt, b.p.f."
320,506,5,30,0.5555555555555556,"pezzotti, n."
321,502,5,30,0.5555555555555556,"koning, f."
322,160,9,30,0.5555555555555556,"vilanova, a."
323,450,3,69,0.3974358974358974,"headleand, c."
324,452,3,69,0.3974358974358974,"jackson, j.r."
325,449,3,69,0.3974358974358974,"ritsos, p.d."
326,1205,4,69,0.3974358974358974,"geng, z."
327,1207,4,69,0.3974358974358974,"peng, z."
328,1206,4,69,0.3974358974358974,"walker, r."
329,766,5,69,0.3974358974358974,"post, f."
330,767,5,69,0.3974358974358974,"blaas, j."
331,762,5,69,0.3974358974358974,"botha, c."
332,763,5,69,0.3974358974358974,"jones, m."
333,764,5,69,0.3974358974358974,"grundy, e."
334,451,7,69,0.3974358974358974,"roberts, j.c."
335,765,9,69,0.3974358974358974,"laramee, r.s."
336,819,1,64,0.2087912087912088,"tanahashi, y."
337,1223,1,64,0.2087912087912088,"jankun-kelly, t.j."
338,737,1,64,0.2087912087912088,"ogawa, m."
339,841,2,64,0.2087912087912088,"kwon, o."
340,842,2,64,0.2087912087912088,"crnovrsanin, t."
341,1208,2,64,0.2087912087912088,"bryan, c."
342,1209,2,64,0.2087912087912088,"woodring, j."
343,690,2,64,0.2087912087912088,"muelder, c."
344,689,2,64,0.2087912087912088,"gygi, f."
345,1009,2,64,0.2087912087912088,"yuan, g."
346,845,3,64,0.2087912087912088,"frazier, j."
347,847,3,64,0.2087912087912088,"ma, j."
348,846,3,64,0.2087912087912088,"liao, i."
349,691,14,64,0.2087912087912088,"ma, k.-l."
350,1106,1,58,0.22857142857142856,"rufiange, s."
351,1080,2,58,0.22857142857142856,"leung, r."
352,73,2,58,0.22857142857142856,"chignell, m.h."
353,1081,2,58,0.22857142857142856,"im, j."
354,72,2,58,0.22857142857142856,"zhao, s."
355,650,2,58,0.22857142857142856,"herman, i."
356,651,2,58,0.22857142857142856,"marshall, m.s."
357,1241,3,58,0.22857142857142856,"chircota, y."
358,251,3,58,0.22857142857142856,"jurisica, i."
359,280,3,58,0.22857142857142856,"viau, c."
360,126,4,58,0.22857142857142856,"jourdan, f."
361,1180,5,58,0.22857142857142856,"auber, d."
362,125,5,58,0.22857142857142856,"chiricota, y."
363,127,6,58,0.22857142857142856,"melancon, g."
364,74,12,58,0.22857142857142856,"mcguffin, m.j."
